Time (secs),Control variable
0.0001595020294189453,1
0.020296812057495117,1
0.04063892364501953,1
0.061234235763549805,1
0.08138442039489746,1
0.10215258598327637,1
0.12255430221557617,1
0.14271903038024902,1
0.16365861892700195,1
0.18387722969055176,1
0.20404601097106934,1
0.22437572479248047,1
0.24466824531555176,1
0.26489853858947754,1
0.28510499000549316,1
0.30593061447143555,1
0.3262002468109131,1
0.34674882888793945,1
0.3673977851867676,1
0.3877255916595459,1
0.4082179069519043,1
0.42865848541259766,1
0.44907140731811523,1
0.4697380065917969,1
0.49004673957824707,1
0.5103535652160645,1
0.530867338180542,1
0.551112174987793,1
0.5713496208190918,1
0.5916578769683838,1
0.6119911670684814,1
0.6323766708374023,1
0.6527554988861084,1
0.6734561920166016,1
0.6953411102294922,1
0.7158260345458984,1
0.7363176345825195,1
0.756622314453125,1
0.7769262790679932,1
0.7974884510040283,1
0.8178167343139648,1
0.8381469249725342,1
0.858748197555542,1
0.8789794445037842,1
0.899322509765625,1
0.9200527667999268,1
0.9403042793273926,1
0.9610135555267334,1
0.9818453788757324,1
1.002098560333252,1
1.0239408016204834,1
1.0442001819610596,0.9895482562772425
1.064626932144165,0.9687760144164529
1.0850305557250977,0.9321094278747677
1.105654239654541,0.9154011876565447
1.1259653568267822,0.8951447430807492
1.1463866233825684,0.8753855658555237
1.1667582988739014,0.8545374857327183
1.1870858669281006,0.8155118665930433
1.207411766052246,0.8033230387201834
1.2276899814605713,0.8003869460190484
1.2479450702667236,0.7567990727643111
1.2684717178344727,0.7442367616712864
1.2892537117004395,0.7085426232840184
1.309622049331665,0.6962999857667478
1.3301479816436768,0.6783778907020686
1.3504316806793213,0.6594882052018809
1.3707327842712402,0.6417231076638054
1.3910057544708252,0.6252538525298456
1.4112756252288818,0.5937062440619479
1.4315617084503174,0.5822892663445013
1.4519178867340088,0.5674028301815462
1.4723780155181885,0.5680855021854714
1.4928312301635742,0.5481228331833825
1.513118028640747,0.5155027160496671
1.533998966217041,0.5066079013943585
1.5545299053192139,0.49305454077898003
1.5765964984893799,0.47894909192407037
1.5971684455871582,0.4655571949678793
1.6178243160247803,0.45149475221650703
1.6381945610046387,0.4397774972452176
1.6584670543670654,0.39206266130501555
1.6788239479064941,0.39206266130501555
1.6992990970611572,0.3950926257735321
1.7196218967437744,0.3987586436868182
1.739837884902954,0.36623080239621825
1.7600913047790527,0.36623080239621825
1.780904769897461,0.33843247743721544
1.8014729022979736,0.3498310736127945
1.821709156036377,0.31636359625607974
1.8420002460479736,0.33083156780190587
1.862269639968872,0.29884054503521273
1.8826618194580078,0.29671381105739436
1.9030725955963135,0.28771542441944914
1.923393964767456,0.27972364131123545
1.9437141418457031,0.2722536921994801
1.9639778137207031,0.264526206183966
1.9842450618743896,0.2575834380427549
2.0049357414245605,0.2512125013334934
2.0251543521881104,0.24444734949614452
2.045464038848877,0.23777557351285405
2.0658645629882812,0.2326317418324143
2.08707594871521,0.2270823361169241
2.1075096130371094,0.220551214629479
2.127753973007202,0.21435337446293182
2.148247480392456,0.2104887982556507
2.17077898979187,0.20462018331442652
2.1911470890045166,0.20020595006745134
2.213803291320801,0.1943260172893912
2.2357804775238037,0.19008308103630142
2.2560830116271973,0.18527865795680976
2.2768712043762207,0.18069824455323116
2.297166585922241,0.17525394028766342
2.3176257610321045,0.17089151109545156
2.338230848312378,0.16779380900372165
2.3585004806518555,0.1626506871548824
2.379119873046875,0.15193522348982438
2.4011287689208984,0.15093720910076067
2.424517869949341,0.1466980635315487
2.4448468685150146,0.14308423278338586
2.467008590698242,0.14112243676396857
2.487327814102173,0.13614383410814687
2.5076076984405518,0.1343272585155959
2.529139757156372,0.13032036205217765
2.5502219200134277,0.12743370541983104
2.5705759525299072,0.12431349932579588
2.592829465866089,0.12198704613283017
2.613144874572754,0.11951383363733141
2.633528470993042,0.11454029684240924
2.6538584232330322,0.09813693121830167
2.6741461753845215,0.1157340536369515
2.6944518089294434,0.10885708005458825
2.714729070663452,0.10602986844056442
2.7353098392486572,0.10271095276011263
2.757828950881958,0.10272272196718804
2.778071880340576,0.10088048998767658
2.7983827590942383,0.09703117892412808
2.8186378479003906,0.09163427029989468
2.8389477729797363,0.09163427029989468
2.8592562675476074,0.08814995597038033
2.8795435428619385,0.08621822477123288
2.899907112121582,0.08492945629956292
2.9202463626861572,0.08108896364410194
2.940868854522705,0.08107352501267932
2.961603879928589,0.07775977864731416
2.9820499420166016,0.07440372042365197
3.0027072429656982,0.0751500222677288
3.0229439735412598,0.07232456492659406
3.0431578159332275,0.07026339219103796
3.063570737838745,0.06898331994015604
3.08396577835083,0.06667396111841066
3.1041791439056396,0.06614259303267217
3.1263606548309326,0.0644126766723721
3.1474621295928955,0.06207759586367223
3.167865514755249,0.061514808651936946
3.188310384750366,0.06049257728401313
3.208885669708252,0.05946385093451113
3.2291605472564697,0.05842733123720666
3.2495598793029785,0.058168172879903335
3.270181894302368,0.05536487259639238
3.2904748916625977,0.054826126527651196
3.3116722106933594,0.05381881050521495
3.3320720195770264,0.05200488439247044
3.35245680809021,0.0527610182762146
3.3727617263793945,0.051224574622125464
3.393202304840088,0.04866370318681261
3.413457155227661,0.04813900983015919
3.4340755939483643,0.04864490032196045
3.454617738723755,0.046351055502110876
3.476834297180176,0.047101378440856934
3.4972143173217773,0.045565808645789754
3.5176453590393066,0.04300867196408937
3.5380442142486572,0.042480801680981804
3.5583078861236572,0.04221764191448311
3.578653573989868,0.04093664276555276
3.5990355014801025,0.03837374882628438
3.6193346977233887,0.03784857032813416
3.6397359371185303,0.03835505247116089
3.6601507663726807,0.03529034171328871
3.6805877685546875,0.035530437376222114
3.7008960247039795,0.035782456398010254
3.721517324447632,0.03425455453996914
3.7424676418304443,0.034753382205963135
3.7627692222595215,0.033217323275167174
3.7839138507843018,0.03372448682785034
3.804507255554199,0.0321964458727175
3.8247859477996826,0.031158862597191143
