Time (secs),Sonar Distance (m)
0.4678528308868408,0.1
0.4886152744293213,0.2
0.5094296932220459,0.3
0.550117015838623,0.4
0.5706212520599365,0.5
0.5909206867218018,0.6
0.611414909362793,0.7
0.6321284770965576,0.8
0.6524906158447266,0.9
0.6728506088256836,1.0
0.6937973499298096,1.0
0.7147316932678223,1.0
0.7385830879211426,1.0
0.7591474056243896,1.0
0.8609127998352051,1.0
0.8815827369689941,1.0
0.9018833637237549,1.0
0.9222197532653809,1.0
0.942697286605835,1.0
0.9660236835479736,1.0
1.006709098815918,1.0
1.0273628234863281,1.0
1.0479166507720947,1.0
1.068274736404419,1.0
1.0886073112487793,1.0
1.1088721752166748,1.0
1.1294374465942383,1.0
1.1498394012451172,1.0
1.1701781749725342,1.0
1.1909537315368652,1.0
1.2118008136749268,1.0
1.2327549457550049,1.0
1.2530665397644043,1.0
1.273794174194336,1.0
1.2944326400756836,1.0
1.314873456954956,1.0
1.3351800441741943,1.0
1.5189275741577148,0.9931587994098663
1.5595786571502686,0.9844996988773346
1.579829454421997,0.975085997581482
1.6002373695373535,0.9649691462516785
1.6205730438232422,0.954097694158554
1.6409368515014648,0.942505943775177
1.6615848541259766,0.9301938891410828
1.7022912502288818,0.9164069354534149
1.7229020595550537,0.9018996834754944
1.7436885833740234,0.886689281463623
1.7642390727996826,0.8775654792785644
1.7845783233642578,0.8696078777313232
1.8054568767547607,0.8620618760585785
1.9084625244140625,0.8512916743755341
1.9292354583740234,0.8405214726924897
1.9495601654052734,0.829716968536377
1.9698688983917236,0.8189639210700989
2.013679027557373,0.8086567759513855
2.0342626571655273,0.7988126754760743
2.0547597408294678,0.7896031260490417
2.07547926902771,0.7796046793460846
2.1162514686584473,0.7683714270591736
2.1367108821868896,0.7576526761054992
2.1570398807525635,0.7535538256168366
2.2380199432373047,0.7429551303386688
2.381080389022827,0.7316532850265502
2.5669569969177246,0.7083807349205017
2.5874176025390625,0.6850395798683167
2.6080639362335205,0.6617327332496643
2.6285228729248047,0.6383058309555054
2.6488473415374756,0.6153591275215149
2.6691722869873047,0.5932356297969819
2.6895503997802734,0.5703060835599899
2.7301111221313477,0.5443409860134125
2.7509939670562744,0.5246184825897217
2.7713136672973633,0.5048273801803589
2.7918765544891357,0.49784733057022096
2.8123619556427,0.49052428305149076
2.832643747329712,0.4840587317943573
2.853050947189331,0.4767356842756271
2.954834461212158,0.4643876850605011
2.9755735397338867,0.45262278616428375
3.036914587020874,0.4396402359008789
