Time (secs),Sonar Distance (m)
0.0002655982971191406,0.0
0.020562171936035156,0.0
0.04095101356506348,0.0
0.06165337562561035,0.0
0.0823509693145752,0.0
0.10268759727478027,0.0
0.12307572364807129,0.0
0.1434788703918457,1.0
0.24587297439575195,1.0
0.28682541847229004,1.0
0.3273777961730957,1.0
0.34778475761413574,1.0
0.36824965476989746,1.0
0.38860130310058594,1.0
0.40908265113830566,1.0
0.42955636978149414,1.0
0.47013330459594727,1.0
0.49051785469055176,1.0
0.5110585689544678,1.0
0.5313351154327393,1.0
0.5722939968109131,1.0
0.5926501750946045,1.0
0.6130671501159668,1.0
0.6337311267852783,1.0
0.6548686027526855,1.0
0.7156202793121338,1.0
0.9182641506195068,1.0
0.9386980533599854,1.0
0.9591350555419922,1.0
0.9794917106628418,1.0
0.9998669624328613,1.0
1.020216703414917,1.0
1.040571689605713,1.0
1.0610182285308838,1.0
1.081876516342163,1.0
1.1022613048553467,1.0
1.1227264404296875,1.0
1.1430885791778564,1.0
1.1634457111358643,1.0
1.1838688850402832,1.0
1.2870936393737793,1.0
1.3076975345611572,1.0
1.3317406177520752,1.0
1.3540253639221191,1.0
1.374467134475708,1.0
1.394824743270874,1.0
1.4151859283447266,1.0
1.4759764671325684,0.962629497051239
1.4963529109954834,0.955597996711731
1.5166516304016113,0.9482234716415405
1.5369677543640137,0.9478805065155029
1.5573883056640625,0.9341604709625244
1.6212940216064453,0.9303874969482422
1.641927719116211,0.9243849515914917
1.6623027324676514,0.9231844544410706
1.6827945709228516,0.919068455696106
1.7033360004425049,0.9029474854469299
1.7238242626190186,0.8916285037994385
1.7441380023956299,0.8794519901275635
1.7645759582519531,0.8406929969787598
1.7864525318145752,0.8328039646148682
1.9483489990234375,0.8252579569816589
1.9778406620025635,0.8180549740791321
2.00650691986084,0.8063929677009583
2.031280040740967,0.7995330095291138
2.0536694526672363,0.7961030006408691
2.114434242248535,0.7888999581336975
2.1347923278808594,0.7816969752311707
2.156059980392456,0.7281889915466309
2.1765530109405518,0.7168700098991394
2.217026710510254,0.7064085006713867
2.2378013134002686,0.7048649787902832
2.3591697216033936,0.7022925019264221
2.3795220851898193,0.6847994923591614
2.399909257888794,0.651699960231781
2.420469284057617,0.6451829671859741
2.441074848175049,0.6402094960212708
2.461848497390747,0.6345499753952026
2.4834020137786865,0.6101970076560974
2.544297933578491,0.5853294730186462
2.5649726390838623,0.5741819739341736
2.5854830741882324,0.5335364937782288
2.6059980392456055,0.5218744874000549
2.6265816688537598,0.5105555057525635
2.6470112800598145,0.5096979737281799
2.668060541152954,0.5033524632453918
2.688553810119629,0.48260098695755005
2.7090933322906494,0.4798569977283478
2.7294247150421143,0.4712819755077362
2.751676559448242,0.4649364948272705
2.772078514099121,0.4565329849720001
2.8340113162994385,0.45618999004364014
2.9966940879821777,0.45361748337745667
3.0208041667938232,0.4489869773387909
