Time (secs),Sonar Distance (m)
0.36533188819885254,0.0
0.528656005859375,0.0
0.5491242408752441,0.0
0.771697998046875,0.0
0.7930099964141846,0.0
0.8134822845458984,0.0
0.8539025783538818,0.0
0.8742015361785889,1.0
0.8945820331573486,1.0
0.9148530960083008,1.0
0.9356870651245117,1.0
0.9566295146942139,1.0
0.9769847393035889,1.0
0.9973545074462891,1.0
1.0177500247955322,1.0
1.0380136966705322,1.0
1.0583488941192627,1.0
1.079056739807129,1.0
1.0994017124176025,1.0
1.1196892261505127,1.0
1.1400539875030518,1.0
1.1604080200195312,1.0
1.180724859237671,1.0
1.201310157775879,1.0
1.2216370105743408,1.0
1.2423267364501953,1.0
1.2635793685913086,1.0
1.2841331958770752,1.0
1.3044521808624268,1.0
1.3252153396606445,1.0
1.3455750942230225,1.0
1.3659625053405762,1.0
1.3862574100494385,1.0
1.4066162109375,1.0
1.427225112915039,1.0
1.4475457668304443,1.0
1.4682507514953613,1.0
1.4917540550231934,0.9976154565811157
1.5124537944793701,0.9945284724235535
1.5328164100646973,0.9835524559020996
1.5535712242126465,0.976177990436554
1.5738983154296875,0.9693179726600647
1.5945026874542236,0.9655449986457825
1.6164824962615967,0.9586849808692932
1.6407520771026611,0.9513104557991028
1.661374568939209,0.9442789554595947
1.6816685199737549,0.9406774640083313
1.7020468711853027,0.9338175058364868
1.7224555015563965,0.9266144633293152
1.7433016300201416,0.9197545051574707
1.763650894165039,0.9120369553565979
1.784062385559082,0.8976309895515442
1.8046379089355469,0.8863120079040527
1.8250479698181152,0.8794519901275635
1.8454785346984863,0.8760219812393188
1.8658137321472168,0.8652175068855286
1.8862652778625488,0.8580144643783569
1.906599760055542,0.8508114814758301
1.9269835948944092,0.8439514636993408
1.9472784996032715,0.836748480796814
1.9688148498535156,0.8338329792022705
1.991682529449463,0.8269729614257812
2.0120835304260254,0.8195984959602356
2.0324742794036865,0.8127384781837463
2.0730233192443848,0.8051924705505371
2.0933470726013184,0.7983324527740479
2.113860607147217,0.7913010120391846
2.1345772743225098,0.7840979695320129
2.155238389968872,0.7768949866294861
2.1970014572143555,0.7702065110206604
2.2175211906433105,0.7671194672584534
2.2386202812194824,0.7888999581336975
2.259002923965454,0.7810109853744507
2.2798070907592773,0.7693489789962769
2.300245523452759,0.749283492565155
2.361382246017456,0.7420805096626282
2.3819196224212646,0.7235584855079651
2.4027137756347656,0.7124109864234924
2.463977575302124,0.6945750117301941
2.4846208095550537,0.6787970066070557
2.5050809383392334,0.6757099628448486
2.525562286376953,0.668335497379303
2.545910120010376,0.6741665005683899
2.566211462020874,0.6841135025024414
2.5868568420410156,0.6722800135612488
2.608065128326416,0.6520429849624634
2.6284894943237305,0.6364364624023438
2.649562358856201,0.6546154618263245
2.6698782444000244,0.651699960231781
2.6905219554901123,0.5891025066375732
2.710930824279785,0.573839008808136
2.7313129901885986,0.5753824710845947
2.7726540565490723,0.5388529896736145
2.7930397987365723,0.5278769731521606
2.813382863998413,0.5215314626693726
2.8341009616851807,0.5194734930992126
2.854670286178589,0.5882449746131897
2.8751003742218018,0.4976930022239685
2.895502805709839,0.4913474917411804
2.916032075881958,0.4800284802913666
2.9565536975860596,0.4776274859905243
2.9773266315460205,0.4669944941997528
3.0010836124420166,0.4606489837169647
