Time (secs),Sonar Distance (m)
0.04040336608886719,0.0
0.16208958625793457,0.0
0.18250489234924316,0.0
0.3669614791870117,0.0
0.38766956329345703,0.0
0.4079861640930176,0.0
0.428985595703125,0.0
0.4493436813354492,0.0
0.4697134494781494,0.0
0.49082040786743164,0.0
0.5114285945892334,1.0
0.5318090915679932,1.0
0.5521306991577148,1.0
0.5727016925811768,1.0
0.5931620597839355,1.0
0.6135308742523193,1.0
0.6341562271118164,1.0
0.6545464992523193,1.0
0.6748533248901367,1.0
0.6952259540557861,1.0
0.715618371963501,1.0
0.7359044551849365,1.0
0.7562265396118164,1.0
0.7765645980834961,1.0
0.7972688674926758,1.0
0.8176670074462891,1.0
0.8384077548980713,1.0
0.8791179656982422,1.0
0.8995060920715332,1.0
0.9198212623596191,1.0
0.9401280879974365,1.0
0.9605579376220703,1.0
0.9808290004730225,1.0
1.0011584758758545,1.0
1.0215184688568115,1.0
1.0419893264770508,1.0
1.062361717224121,1.0
1.0827348232269287,1.0
1.1030902862548828,1.0
1.12339448928833,1.0
1.1437232494354248,1.0
1.1644864082336426,1.0
1.1848564147949219,1.0
1.2062108516693115,1.0
1.2266016006469727,1.0
1.2474737167358398,1.0
1.269469976425171,1.0
1.2902426719665527,1.0
1.3105511665344238,1.0
1.33085036277771,1.0
1.3512458801269531,1.0
1.3719165325164795,1.0
1.392765760421753,1.0
1.4131550788879395,1.0
1.4334523677825928,1.0
1.4537463188171387,1.0
1.4742164611816406,1.0
1.4945764541625977,1.0
1.515089988708496,1.0
1.5354335308074951,1.0
1.5560569763183594,1.0
1.5765151977539062,1.0
1.5984141826629639,0.9979584813117981
1.618769645690918,0.9910984635353088
1.6390395164489746,0.9837239980697632
1.6593079566955566,0.9806369543075562
1.6800494194030762,0.9693179726600647
1.7004742622375488,0.9658879637718201
1.7230408191680908,0.9552549719810486
1.7433886528015137,0.9473659992218018
1.764521837234497,0.9363899827003479
1.8256299495697021,0.9290154576301575
1.8466136455535889,0.922155499458313
1.8669393062591553,0.9149524569511414
1.8874940872192383,0.9080924987792969
1.9079375267028809,0.9010609984397888
1.9282770156860352,0.8938579559326172
1.9487214088439941,0.8873409628868103
1.9692416191101074,0.8799664974212646
1.989656925201416,0.8734495043754578
2.010103225708008,0.8662464618682861
2.0308549404144287,0.8561279773712158
2.0511744022369385,0.848924994468689
2.07161808013916,0.8417219519615173
2.152981996536255,0.8348619937896729
2.2339656352996826,0.8278304934501648
2.2745361328125,0.8247435092926025
2.315396308898926,0.8096514940261841
2.3358154296875,0.8065645098686218
2.3561582565307617,0.7995330095291138
2.376476526260376,0.8190839886665344
2.437453031539917,0.8029629588127136
2.4576830863952637,0.7913010120391846
2.478053569793701,0.7760374546051025
2.498427391052246,0.7684915065765381
2.519019365310669,0.7611169815063477
2.5393869876861572,0.7587159872055054
2.5596954822540283,0.7391650080680847
2.580042600631714,0.7451674938201904
2.60086727142334,0.716526985168457
2.6212973594665527,0.7055509686470032
2.641843318939209,0.6983479857444763
2.662721633911133,0.6908019781112671
2.6830551624298096,0.6866859793663025
2.7041666507720947,0.6482700109481812
2.7247133255004883,0.6630190014839172
2.7451486587524414,0.6347214579582214
2.765798330307007,0.5930469632148743
2.7863457202911377,0.5856724977493286
2.806718111038208,0.5961340069770813
2.8270390033721924,0.5508579611778259
2.847525119781494,0.523760974407196
2.8678486347198486,0.5169010162353516
2.8884952068328857,0.5230749845504761
3.0537171363830566,0.5124419927597046
