Time (secs),Control variable
0.0008041858673095703,1
0.021341562271118164,1
0.04183530807495117,1
0.062272071838378906,1
0.08266544342041016,1
0.10291337966918945,1
0.12354087829589844,1
0.14384889602661133,1
0.1647486686706543,1
0.1857302188873291,1
0.20618724822998047,1
0.22675871849060059,1
0.24718189239501953,1
0.26799869537353516,1
0.28838205337524414,1
0.30864405632019043,1
0.32894468307495117,1
0.3497633934020996,1
0.37016892433166504,1
0.3906116485595703,1
0.41111278533935547,1
0.431943416595459,1
0.45258545875549316,1
0.4728536605834961,1
0.49313831329345703,1
0.5134773254394531,1
0.5371992588043213,1
0.5575761795043945,1
0.5778963565826416,1
0.5983278751373291,1
0.6186347007751465,1
0.6389741897583008,1
0.6593453884124756,1
0.6800463199615479,1
0.7007753849029541,1
0.7220211029052734,1
0.7423760890960693,1
0.7630257606506348,1
0.7834169864654541,1
0.8041024208068848,1
0.8252239227294922,1
0.845616340637207,1
0.8661630153656006,1
0.8865091800689697,1
0.9071602821350098,1
0.9277443885803223,1
0.9489588737487793,1
0.9694087505340576,1
0.9897541999816895,1
1.010131597518921,1
1.0317564010620117,1
1.0521717071533203,1
1.073150396347046,1
1.0933897495269775,1
1.1135869026184082,1
1.1342825889587402,1
1.1550171375274658,1
1.1755731105804443,1
1.1960382461547852,1
1.2169861793518066,1
1.237994909286499,1
1.2585277557373047,1
1.278944492340088,1
1.2995984554290771,1
1.3202447891235352,1
1.3405671119689941,1
1.361433506011963,1
1.3827097415924072,1
1.403158187866211,1
1.4239139556884766,1
1.4474256038665771,1
1.4679863452911377,1
1.4888222217559814,1
1.5091040134429932,1
1.5296306610107422,1
1.5503349304199219,1
1.5706892013549805,1
1.591291904449463,1
1.6116611957550049,1
1.63254976272583,1
1.6537220478057861,1
1.674330234527588,1
1.6947312355041504,1
1.7153761386871338,1
1.7362568378448486,1
1.757134199142456,1
1.778273582458496,1
1.7989156246185303,1
1.8194308280944824,1
1.8401002883911133,1
1.8606972694396973,1
1.8817009925842285,1
1.902266263961792,1
1.9228668212890625,1
1.9434945583343506,1
1.9643628597259521,1
1.9847445487976074,1
2.0058398246765137,1
2.0261383056640625,1
2.046684741973877,1
2.0672919750213623,1
2.0881574153900146,1
2.108915090560913,1
2.12945818901062,1
2.1497905254364014,1
2.1703341007232666,1
2.190871238708496,1
2.2112808227539062,1
2.2320308685302734,1
2.2524774074554443,1
2.2727675437927246,1
2.2930657863616943,1
2.3136329650878906,1
2.3339245319366455,1
2.354191780090332,1
2.3746285438537598,1
2.3950839042663574,1
2.4153177738189697,1
2.4356651306152344,1
2.4559524059295654,1
2.476426362991333,0.6164320414063169
2.496755361557007,0.6164320414063169
2.517071485519409,0.6164320414063169
2.5374257564544678,0.6164320414063169
2.5578365325927734,0.47754820365423867
2.5782711505889893,0.47754820365423867
2.598517417907715,0.47754820365423867
2.6190693378448486,0.47754820365423867
2.6397757530212402,0.47754820365423867
2.660249948501587,0.36358467814349654
2.680880546569824,0.36358467814349654
2.7014451026916504,0.36358467814349654
2.7221226692199707,0.36358467814349654
2.7425012588500977,0.36358467814349654
2.7631163597106934,0.36358467814349654
2.783742904663086,0.36358467814349654
2.803950071334839,0.36358467814349654
2.8247926235198975,0.36358467814349654
2.8451976776123047,0.36358467814349654
2.866115093231201,0.36358467814349654
2.8875572681427,0.36358467814349654
2.9082400798797607,0.36358467814349654
2.9286019802093506,0.36358467814349654
2.9494621753692627,0.36358467814349654
2.9699153900146484,0.36358467814349654
2.9906563758850098,0.36358467814349654
3.0114779472351074,0.36358467814349654
3.032055616378784,0.36358467814349654
3.0535004138946533,0.36358467814349654
3.0743165016174316,0.36358467814349654
3.0954294204711914,0
3.116356372833252,0
3.1374387741088867,0
3.157900810241699,0
3.178342580795288,0
3.1989428997039795,0
3.2194173336029053,0
3.2400894165039062,0
3.2603659629821777,0
3.2808032035827637,0
3.3018221855163574,0
3.3222386837005615,0
3.3425302505493164,0
3.3630788326263428,0
3.383683443069458,0
3.404021739959717,0
3.424762725830078,0
3.4453303813934326,0
3.465726613998413,0
3.486168146133423,0
3.506655693054199,0
3.527341365814209,0
3.5478570461273193,0
3.5685267448425293,0
3.5891270637512207,0
3.6095473766326904,0
3.6298587322235107,0
3.650284767150879,0
3.6707022190093994,0
3.691152572631836,0
3.7117326259613037,0
3.7328569889068604,0
3.753584384918213,0
3.774010419845581,0
3.7943994998931885,0
3.814744234085083,0
3.8351805210113525,0
3.8559622764587402,0
3.87678861618042,0
3.897388219833374,0
3.9177873134613037,0
3.9381332397460938,0
3.9584548473358154,0
3.978837490081787,0
3.9996209144592285,0
4.020447492599487,0
4.041189432144165,0
4.062146425247192,0
4.082624912261963,0
4.103201866149902,0
4.124013185501099,0
4.144728422164917,0
4.165325403213501,0
4.186294794082642,0
4.206782817840576,0
4.227233648300171,0
4.24803614616394,0
4.2687907218933105,0
4.2898218631744385,0
4.310134410858154,0
4.33069920539856,0
4.351175785064697,0
4.371668815612793,0
4.392357587814331,0
4.412867069244385,0
4.433958292007446,0
4.454378604888916,0
4.474980354309082,0
4.4955830574035645,0
4.516444206237793,0
4.536936044692993,0
4.557968616485596,0
4.578279256820679,0
4.5989227294921875,0
4.619160890579224,0
4.639496564865112,0
4.6601502895355225,0
4.680866241455078,0
4.701553821563721,0
4.721893548965454,0
4.742469549179077,0
4.762977361679077,0
4.783608436584473,0
4.804607152938843,0
4.824998617172241,0
4.84565806388855,0
4.866307735443115,0
4.886724948883057,0
4.907294511795044,0
4.927855014801025,0
4.948315143585205,0
4.969337463378906,0
4.98962664604187,0
5.010005235671997,0
5.030739068984985,0
5.051079034805298,0
5.0718138217926025,0
5.092169284820557,0
5.112500190734863,0
5.132781744003296,0
5.153902530670166,0
5.1741907596588135,0
5.194577932357788,0
5.215270280838013,0
5.24202299118042,0
5.265233993530273,0
5.28551173210144,0
5.309954881668091,0
5.335390329360962,0
5.355855941772461,0
5.376126527786255,0
5.396509885787964,0
5.416850328445435,0
5.437370538711548,0
5.457736253738403,0
5.478089094161987,0
5.498539924621582,0
5.518899440765381,0
5.539463043212891,0
5.561019659042358,0
5.58167028427124,0
5.602126598358154,0
5.622410297393799,0
5.642867088317871,0
5.663507461547852,0
5.683973789215088,0
5.704507350921631,0
5.725503206253052,0
5.745991945266724,0
5.766528367996216,0
5.787198066711426,0
5.807465076446533,0
5.828235626220703,0
5.848604917526245,0
5.869083881378174,0
5.889608144760132,0
5.9102396965026855,0
5.930832862854004,0
5.95120906829834,0
5.972036838531494,0
5.992746829986572,0
6.0133771896362305,0
6.033750534057617,0
6.05408501625061,0
6.074429750442505,0
6.0947277545928955,0
6.1153271198272705,0
6.136014223098755,0
6.157307147979736,0
6.178300857543945,0
6.198777675628662,0
6.219244956970215,0
6.2398600578308105,0
6.260229825973511,0
6.281151294708252,0
6.301509141921997,0
6.3218913078308105,0
6.342205286026001,0
6.362750291824341,0
6.383129835128784,0
