loop step,time (secs)
0,0.8363325595855713
1,1.2356011867523193
2,1.54585599899292
3,1.8077566623687744
4,2.053399085998535
5,2.2989742755889893
6,2.552164316177368
7,2.79584002494812
8,3.0383379459381104
9,3.282336950302124
10,3.5252068042755127
11,3.772726058959961
12,4.049290895462036
13,4.329265594482422
14,4.574241876602173
15,4.8191118240356445
16,5.060198545455933
17,5.300239324569702
18,5.524013996124268
19,5.767804384231567
20,6.017165899276733
21,6.2550084590911865
22,6.495712995529175
23,6.73625636100769
24,6.984525680541992
25,7.266653299331665
26,7.510350704193115
27,7.7535741329193115
28,7.991199970245361
29,8.238692045211792
30,8.479692697525024
31,8.725214004516602
32,8.963500738143921
33,9.201490879058838
34,9.441781044006348
35,9.688309907913208
36,9.937353134155273
37,10.2093985080719
38,10.4434974193573
39,10.687225580215454
40,10.930654287338257
41,11.172568798065186
42,11.416600942611694
43,11.656034708023071
44,11.90197467803955
45,12.14599084854126
46,12.390264511108398
47,12.634566307067871
48,12.88524603843689
49,13.151412963867188
50,13.41645359992981
51,13.656033277511597
52,13.894190549850464
53,14.136681318283081
54,14.389371395111084
55,14.62903618812561
56,14.875093460083008
57,15.116472005844116
58,15.361750364303589
59,15.605496406555176
60,15.85212230682373
61,16.119690418243408
62,16.371948719024658
63,16.614718437194824
64,16.859952449798584
65,17.102070569992065
66,17.319374561309814
67,17.55870532989502
68,17.801526308059692
69,18.043415784835815
70,18.282463788986206
71,18.518606901168823
72,18.761423110961914
73,19.02272915840149
74,19.304479122161865
75,19.550692796707153
76,19.795666933059692
77,20.038223266601562
78,20.286814212799072
79,20.526706218719482
80,20.77215886116028
81,21.01296615600586
82,21.255699396133423
83,21.50092339515686
84,21.738081693649292
85,21.996100187301636
86,22.281611442565918
87,22.524738311767578
88,22.735300302505493
89,22.975154161453247
90,23.217287063598633
91,23.465089559555054
92,23.707443714141846
93,23.94841718673706
94,24.192893743515015
95,24.433550596237183
96,24.680731058120728
97,24.92990469932556
98,25.20719599723816
99,25.452109813690186
100,25.691937685012817
101,25.937230348587036
102,26.18501091003418
103,26.433145761489868
104,26.678087949752808
105,26.919442415237427
106,27.146648645401
107,27.384089708328247
108,27.628262519836426
109,27.874730825424194
110,28.136770486831665
111,28.399702310562134
112,28.64528512954712
113,28.89142155647278
114,29.13051462173462
115,29.384373903274536
116,29.62539529800415
117,29.86915636062622
118,30.108065128326416
119,30.348702907562256
120,30.588048934936523
121,30.83597469329834
122,31.082547187805176
123,31.370267868041992
124,31.6069598197937
125,31.85163402557373
126,32.08022451400757
127,32.322585105895996
128,32.571351289749146
129,32.813681840896606
130,33.06050658226013
131,33.30854630470276
132,33.55381631851196
133,33.79684066772461
134,34.05676507949829
135,34.34140419960022
136,34.5872905254364
137,34.822937965393066
138,35.06703996658325
139,35.311524868011475
140,35.55267810821533
141,35.79086136817932
142,36.038163900375366
143,36.27819037437439
144,36.521345376968384
145,36.76102066040039
146,37.01909160614014
147,37.311463832855225
148,37.55388689041138
149,37.79014229774475
150,38.034178256988525
151,38.28279709815979
152,38.52779221534729
153,38.77670955657959
154,39.022234201431274
155,39.268738985061646
156,39.50650429725647
157,39.7339551448822
158,39.99823832511902
159,40.28483867645264
160,40.524415016174316
161,40.76733374595642
162,41.00473427772522
163,41.249157667160034
164,41.491562843322754
165,41.734374046325684
166,41.97861957550049
167,42.22409772872925
168,42.47127151489258
169,42.713785886764526
170,42.97705268859863
171,43.233803272247314
172,43.458699226379395
173,43.701009035110474
174,43.94291424751282
175,44.18282461166382
176,44.433919191360474
177,44.67646026611328
178,44.91846036911011
179,45.16318869590759
180,45.40721607208252
181,45.656481981277466
182,45.91470646858215
183,46.21208095550537
184,46.45334815979004
185,46.69580841064453
186,46.93800354003906
187,47.182175636291504
188,47.42952227592468
189,47.67597818374634
190,47.91749024391174
191,48.15978717803955
192,48.40238833427429
193,48.64364218711853
194,48.889633893966675
195,49.14615249633789
196,49.39615082740784
197,49.63386797904968
198,49.879599809646606
199,50.12398982048035
200,50.369322061538696
201,50.61632180213928
202,50.85824942588806
203,51.09307241439819
204,51.338350772857666
205,51.584372758865356
206,51.85599422454834
207,52.11898112297058
208,52.43486309051514
209,52.68201398849487
210,52.92623233795166
211,53.169989824295044
212,53.42626881599426
213,53.67234921455383
214,53.91947293281555
215,54.16585326194763
216,54.40653705596924
217,54.64883065223694
218,54.91193342208862
219,55.2146372795105
220,55.42532277107239
221,55.667871713638306
222,55.91001892089844
223,56.15468978881836
224,56.40911054611206
225,56.65258717536926
226,56.88925266265869
227,57.117313623428345
228,57.365241050720215
229,57.61578035354614
230,57.86014199256897
231,58.127707719802856
232,58.39622664451599
233,58.639934062957764
234,58.88413906097412
235,59.10909152030945
236,59.36028242111206
237,59.60423469543457
238,59.84276843070984
239,60.053659439086914
240,60.299296617507935
241,60.54530048370361
242,60.78917145729065
243,61.064242362976074
244,61.328890800476074
245,61.57408547401428
246,61.816269397735596
247,62.06096625328064
248,62.28726863861084
249,62.53720140457153
250,62.77495503425598
251,63.000529766082764
252,63.23847770690918
253,63.4822096824646
254,63.72437763214111
255,63.979390382766724
256,64.26372241973877
257,64.51323294639587
258,64.75220203399658
259,65.00123310089111
260,65.24313879013062
261,65.48887324333191
262,65.73084926605225
263,65.9729676246643
264,66.22063422203064
265,66.46397161483765
266,66.7093665599823
267,66.95791459083557
268,67.24843049049377
269,67.48938202857971
270,67.73997640609741
271,67.98490333557129
272,68.22874999046326
273,68.46976947784424
274,68.67977952957153
275,68.92359447479248
276,69.16898512840271
277,69.41160678863525
278,69.63823652267456
279,69.89027786254883
280,70.15531921386719
281,70.39825296401978
282,70.64383316040039
283,70.88843703269958
284,71.1348569393158
285,71.37570524215698
286,71.61911082267761
287,71.86103796958923
288,72.10313272476196
289,72.34780311584473
290,72.59088015556335
291,72.83425331115723
292,73.09439849853516
293,73.36204671859741
294,73.61255526542664
295,73.85282826423645
296,74.09983992576599
297,74.3510046005249
298,74.59086894989014
299,74.83216619491577
300,75.07596039772034
301,75.32624745368958
302,75.57345342636108
303,75.82133483886719
304,76.08300566673279
305,76.36397814750671
306,76.57542252540588
307,76.81729769706726
308,77.05600953102112
309,77.30553078651428
310,77.55262970924377
311,77.79553747177124
312,78.04009008407593
313,78.28541207313538
314,78.52723336219788
315,78.73742079734802
316,78.99467468261719
317,79.26141953468323
318,79.50491309165955
319,79.75483202934265
320,79.99837279319763
321,80.25031518936157
322,80.49459457397461
323,80.74386620521545
324,80.9841251373291
325,81.22905111312866
326,81.47457647323608
327,81.72264671325684
328,81.97308540344238
329,82.26604104042053
330,82.51411175727844
331,82.75526928901672
332,82.99559903144836
333,83.23903918266296
334,83.48382878303528
335,83.72943878173828
336,83.97606897354126
337,84.22105193138123
338,84.46010208129883
339,84.70584893226624
340,84.95869207382202
341,85.2521300315857
342,85.49825310707092
343,85.74210977554321
344,85.98092269897461
345,86.23090696334839
346,86.47472286224365
347,86.7195143699646
348,86.961989402771
349,87.21111917495728
350,87.45805430412292
351,87.7051568031311
352,87.97388458251953
353,88.25316333770752
354,88.50018501281738
355,88.74956631660461
356,88.9924418926239
357,89.2404613494873
358,89.48928380012512
359,89.73507690429688
360,89.97972106933594
361,90.20384311676025
362,90.44341778755188
363,90.68854665756226
364,90.9460768699646
365,91.23748803138733
366,91.50287127494812
367,91.77827620506287
368,92.07358932495117
369,92.38698768615723
370,92.68227577209473
371,92.94294428825378
372,93.19060063362122
373,93.43632936477661
374,93.68162894248962
375,93.9349467754364
376,94.20357537269592
377,94.44745135307312
378,94.7037935256958
379,94.93167614936829
380,95.17709136009216
381,95.42507147789001
382,95.66875696182251
383,95.91512060165405
384,96.16267323493958
385,96.40910196304321
386,96.65244579315186
387,96.90425753593445
388,97.19675135612488
389,97.4389717578888
390,97.68296909332275
391,97.9244031906128
392,98.16551518440247
393,98.41621232032776
394,98.65882229804993
395,98.90161752700806
396,99.14351630210876
397,99.3875904083252
398,99.63183617591858
399,99.88144040107727
400,100.14944386482239
401,100.37301707267761
402,100.61702942848206
403,100.86119079589844
404,101.10554122924805
405,101.35184049606323
406,101.59530472755432
407,101.8404631614685
408,102.08386063575745
409,102.33424210548401
410,102.57685160636902
411,102.82017540931702
412,103.07964754104614
413,103.35641932487488
414,103.60586762428284
415,103.85038566589355
416,104.09351801872253
417,104.3506829738617
418,104.56093144416809
419,104.80517196655273
420,105.05327701568604
421,105.30063056945801
422,105.542977809906
423,105.7835123538971
424,106.04437732696533
425,106.33255004882812
426,106.5761342048645
427,106.82320141792297
428,107.0350866317749
429,107.28727102279663
430,107.52819967269897
431,107.75763010978699
432,107.9992356300354
433,108.24333262443542
434,108.49279499053955
435,108.74103021621704
436,109.0001540184021
437,109.29054594039917
438,109.53798007965088
439,109.78441190719604
440,110.02838277816772
441,110.27804827690125
442,110.51999187469482
443,110.75943183898926
444,110.98880410194397
445,111.23411321640015
446,111.47686457633972
447,111.72603988647461
448,111.97699975967407
449,112.2586681842804
450,112.4992995262146
451,112.74306178092957
452,112.98530745506287
453,113.23066711425781
454,113.47803282737732
455,113.72388815879822
456,113.96653652191162
457,114.21083736419678
458,114.45145654678345
459,114.68573832511902
460,114.93786334991455
461,115.21566867828369
462,115.45701885223389
463,115.70292520523071
464,115.94876956939697
465,116.17109560966492
466,116.41808891296387
467,116.69628381729126
468,116.93848514556885
469,117.18732857704163
470,117.41328239440918
471,117.65619254112244
472,117.90810894966125
473,118.16328573226929
474,118.41643238067627
475,118.66141414642334
476,118.90545988082886
477,119.149982213974
478,119.3884027004242
479,119.63297963142395
480,119.87634897232056
481,120.11827254295349
482,120.36605548858643
483,120.61106157302856
484,120.88652467727661
485,121.16098666191101
486,121.40122604370117
487,121.6442084312439
488,121.88783764839172
489,122.13157653808594
490,122.3765287399292
491,122.61854386329651
492,122.86162066459656
493,123.11161756515503
494,123.36034297943115
495,123.60285186767578
496,123.85214591026306
497,124.12428879737854
498,124.37318634986877
499,124.616943359375
500,124.86338591575623
501,125.11186981201172
502,125.36441373825073
503,125.60503554344177
504,125.84844255447388
505,126.09771800041199
506,126.34199547767639
507,126.58780288696289
508,126.81960964202881
509,127.08585786819458
510,127.35212874412537
511,127.60654020309448
512,127.84914684295654
513,128.09466981887817
514,128.34274578094482
515,128.58660554885864
516,128.83513736724854
517,129.08193969726562
518,129.3090808391571
519,129.55327033996582
520,129.80135369300842
521,130.06875586509705
522,130.3427631855011
523,130.59417629241943
524,130.82126712799072
525,131.0661861896515
526,131.31462478637695
527,131.56226563453674
528,131.80398774147034
529,132.04690194129944
530,132.29175925254822
531,132.5370008945465
532,132.78458428382874
533,133.0502667427063
534,133.32038068771362
535,133.56665205955505
536,133.7905080318451
537,134.03164076805115
538,134.2891194820404
539,134.53300189971924
540,134.7855155467987
541,135.0325493812561
542,135.2771680355072
543,135.52215266227722
544,135.76874685287476
545,136.01290941238403
546,136.2965223789215
547,136.5407793521881
548,136.78539156913757
549,137.02757024765015
550,137.2787628173828
551,137.52457213401794
552,137.76829051971436
553,138.01576709747314
554,138.26547193527222
555,138.51115036010742
556,138.75446891784668
557,139.01670718193054
558,139.2960114479065
559,139.53766703605652
560,139.7771396636963
561,140.01926708221436
562,140.27615094184875
563,140.5189118385315
564,140.7561001777649
565,141.00170755386353
566,141.24055552482605
567,141.488379240036
568,141.71714639663696
569,141.97304224967957
570,142.2520718574524
571,142.49873757362366
572,142.74359679222107
573,142.99064779281616
574,143.24863600730896
575,143.49573373794556
576,143.7427613735199
577,143.99041104316711
578,144.2409987449646
579,144.48846864700317
580,144.7310094833374
581,144.9837245941162
582,145.26409435272217
583,145.5047323703766
584,145.74281692504883
585,145.98529386520386
586,146.22832584381104
587,146.47387313842773
588,146.71900367736816
589,146.9665470123291
590,147.2075319290161
591,147.45476007461548
592,147.6993978023529
593,147.95290732383728
594,148.2586088180542
595,148.5039312839508
596,148.74655294418335
597,148.9911024570465
598,149.25273299217224
599,149.53993558883667
600,149.7886860370636
601,150.03581595420837
602,150.2870011329651
603,150.53739261627197
604,150.76337456703186
605,151.02150893211365
606,151.30532956123352
607,151.54653191566467
608,151.79355692863464
609,152.03666019439697
610,152.2894470691681
611,152.53482270240784
612,152.77938270568848
613,153.0221962928772
614,153.26721930503845
615,153.51034665107727
616,153.75402522087097
617,154.02277326583862
618,154.28069162368774
619,154.52755737304688
620,154.7715244293213
621,155.0155942440033
622,155.2686161994934
623,155.51482939720154
624,155.75771069526672
625,156.00204062461853
626,156.22874402999878
627,156.47333645820618
628,156.72007298469543
629,156.9772448539734
630,157.2524106502533
631,157.49547576904297
632,157.7383439540863
633,157.97843480110168
634,158.23561787605286
635,158.46404027938843
636,158.70538854599
637,158.94623708724976
638,159.19273257255554
639,159.4360432624817
640,159.6856918334961
641,159.93701267242432
642,160.22008395195007
643,160.4293463230133
644,160.66807746887207
645,160.91917514801025
646,161.1640181541443
647,161.41735649108887
648,161.6673400402069
649,161.91057562828064
650,162.15263199806213
651,162.39934277534485
652,162.64591121673584
653,162.8954541683197
654,163.19437193870544
655,163.43793201446533
656,163.6781520843506
657,163.92444109916687
658,164.1684432029724
659,164.42334866523743
660,164.66839218139648
661,164.91251587867737
662,165.15787649154663
663,165.40529251098633
664,165.64802622795105
665,165.90308952331543
666,166.20236110687256
667,166.44610238075256
668,166.6931209564209
669,166.94343543052673
670,167.18820428848267
671,167.4329400062561
672,167.67896151542664
673,167.92898225784302
674,168.1749746799469
675,168.42238354682922
676,168.66903924942017
677,168.92353057861328
678,169.2210772037506
679,169.46370792388916
680,169.67844033241272
681,169.92317080497742
682,170.17051076889038
683,170.41682076454163
684,170.65738463401794
685,170.9091169834137
686,171.1550018787384
687,171.39898347854614
688,171.6428782939911
689,171.8866150379181
690,172.15566158294678
691,172.4076120853424
692,172.6535255908966
693,172.89550685882568
694,173.1356382369995
695,173.38444256782532
696,173.6325237751007
697,173.8789026737213
698,174.12326574325562
699,174.3704526424408
700,174.61489510536194
701,174.8573124408722
702,175.15702891349792
703,175.40180015563965
704,175.64604258537292
705,175.86903953552246
706,176.11310124397278
707,176.36466574668884
708,176.61052799224854
709,176.85647416114807
710,177.10141777992249
711,177.34534001350403
712,177.59302473068237
713,177.83619022369385
714,178.10501170158386
715,178.37532806396484
716,178.62631702423096
717,178.87468028068542
718,179.102356672287
719,179.3577959537506
720,179.60405731201172
721,179.81534814834595
722,180.0410270690918
723,180.28521013259888
724,180.52902340888977
725,180.7536187171936
726,181.04541110992432
727,181.32682991027832
728,181.56958174705505
729,181.8196198940277
730,182.06296300888062
731,182.31728529930115
732,182.5638782978058
733,182.80755925178528
734,183.0512731075287
735,183.29604172706604
736,183.54517221450806
737,183.79137086868286
738,184.05362796783447
739,184.32395195960999
740,184.57089614868164
741,184.82205080986023
742,185.08084964752197
743,185.32727241516113
744,185.57160663604736
745,185.82415199279785
746,186.0694499015808
747,186.3144655227661
748,186.55865693092346
749,186.80459260940552
750,187.06805896759033
751,187.34215188026428
752,187.58988451957703
753,187.83080863952637
754,188.07460808753967
755,188.329603433609
756,188.57411694526672
757,188.82052731513977
758,189.06529259681702
759,189.30725646018982
760,189.55747818946838
761,189.80859279632568
762,190.07437467575073
763,190.31621074676514
764,190.56537508964539
765,190.80846166610718
766,191.0643448829651
767,191.31107330322266
768,191.55562162399292
769,191.80035781860352
770,192.04307770729065
771,192.28709435462952
772,192.53179264068604
773,192.77461552619934
774,193.03023099899292
775,193.32292294502258
776,193.57165551185608
777,193.8211452960968
778,194.06370997428894
779,194.31986045837402
780,194.56730794906616
781,194.79898619651794
782,195.04542183876038
783,195.2901804447174
784,195.53621649742126
785,195.77854347229004
786,196.03130221366882
787,196.31912112236023
788,196.56327080726624
789,196.8112154006958
790,197.06122660636902
791,197.30369973182678
792,197.5547173023224
793,197.79678463935852
794,198.03812766075134
795,198.2805073261261
796,198.52041268348694
797,198.7649269104004
798,199.03429245948792
799,199.31131052970886
800,199.54352974891663
801,199.7848138809204
802,200.02603244781494
803,200.27775192260742
804,200.52897119522095
805,200.77721762657166
806,201.0176284313202
807,201.26408648490906
808,201.4910283088684
809,201.73579597473145
810,201.99822354316711
811,202.2889084815979
