Time (secs),Control variable
0.00025200843811035156,1
0.02047896385192871,1
0.04074382781982422,1
0.06105232238769531,1
0.08132576942443848,1
0.10157632827758789,1
0.12189292907714844,1
0.1421353816986084,1
0.16256237030029297,1
0.18281078338623047,1
0.2031543254852295,1
0.22364163398742676,1
0.2438797950744629,1
0.26446962356567383,1
0.28472352027893066,1
0.3056156635284424,1
0.3259453773498535,1
0.34638285636901855,1
0.3668506145477295,1
0.3874077796936035,1
0.40785980224609375,1
0.4284934997558594,1
0.44912075996398926,1
0.47002410888671875,1
0.49025702476501465,1
0.5106680393218994,1
0.5311198234558105,1
0.5516939163208008,1
0.5722215175628662,1
0.5930600166320801,1
0.6139585971832275,1
0.634253740310669,1
0.6547598838806152,1
0.6750948429107666,1
0.6954920291900635,1
0.7161588668823242,1
0.7370014190673828,0.9295392419238582
0.7579348087310791,0.8806799036097239
0.7782227993011475,0.8443492388553119
0.7985632419586182,0.863458662262926
0.8189163208007812,0.7761859321394537
0.8395175933837891,0.7820024251538924
0.8599257469177246,0.7737200721493647
0.8807847499847412,0.7385351395769837
0.9016740322113037,0.598482830471277
0.9220163822174072,0.715027188539127
0.9424424171447754,0.7675318122471059
0.9629042148590088,0.7178589763509791
0.983257532119751,0.7321872613854741
1.0039358139038086,0.7256175660651017
1.024641990661621,1
1.044966697692871,0.8014344282828205
1.0660934448242188,0.7537837038224565
1.086735486984253,0.6777781525198561
1.107006311416626,0.6521840095164516
1.1273038387298584,1
1.147949457168579,1
1.1684362888336182,1
1.1888737678527832,1
1.2096741199493408,1
1.229975938796997,1
1.2503209114074707,1
1.2707679271697998,1
1.2912068367004395,1
1.3117525577545166,0.4127182516612935
1.33199143409729,0
1.3522977828979492,0.7745655624125136
1.3725838661193848,0
1.3936073780059814,0.3615860236082412
1.4146604537963867,0.25935017416328987
1.4350380897521973,0.23580479984904557
1.4556083679199219,0.7371079493400994
1.4778215885162354,0.7658420249450689
1.498128890991211,1
1.518517255783081,0
1.538846731185913,0.8907810641980392
1.5593922138214111,0.25368392654904137
1.5801613330841064,0
1.6009681224822998,0.6017154353954007
1.6219727993011475,0
1.642289400100708,0.20872881977488023
1.6627631187438965,0.5410855306997256
1.6830134391784668,0.9683285558657542
1.7034106254577637,0.2107514860372911
1.7240657806396484,0.6461586777594036
1.7445666790008545,1
1.765016794204712,1
1.7855892181396484,0
1.8058621883392334,0
1.826230764389038,1
1.8465511798858643,0.6454977416711972
1.867002010345459,0.6777180736431586
1.8875651359558105,0.24535024805016736
1.9078311920166016,0.6254771963965386
1.9281182289123535,0.6918689788955752
1.9488475322723389,1
1.9697644710540771,0
1.9900627136230469,0.6546148242726613
2.0105409622192383,0.7048537426579423
2.0311450958251953,0.704443524302682
2.051790952682495,0
2.072418212890625,0
2.0927841663360596,1
2.1135683059692383,0.32498839885349146
2.133927583694458,1
2.154719829559326,0.21970409093568666
2.1753413677215576,0.5617644946457628
2.1956207752227783,0.6600508613663482
2.2162492275238037,0.22991878771380886
2.2367055416107178,0.679936408996582
2.2571053504943848,1
2.278151750564575,0.6576322205178093
2.2985284328460693,0.30856534183852335
2.3189992904663086,0.6789075136184692
2.339474678039551,1
2.3598694801330566,0.6555002497334154
2.380739450454712,0.6891975402832031
2.401963710784912,0.6891975402832031
2.4223062992095947,0.6021848693527988
2.4426794052124023,0.6021848693527988
2.4630367755889893,0.6508798249190647
2.483389377593994,0.6498853919244884
